X,Y,Calc_RA,Calc_Dec,RA_Center,Dec_Center,X_Center,Y_Center,Cat_Obj_RA,Cat_Obj_Dec
252.48597782633274,-161.4540903150679,356.56248816495594,12.831710944204508,356.56494349366653,12.831541658045792,252.0523659098007,-155.2088868187152,0.0,0.0
252.48648632364532,-148.96369306729235,356.56735187754845,12.831045795862444,356.56494349366653,12.831541658045792,252.0523659098007,-155.2088868187152,0.0,0.0
251.6187484124329,-148.9636833223625,356.56739882237713,12.831372117743513,356.56494349366653,12.831541658045792,252.0523659098007,-155.2088868187152,0.0,0.0
251.61824549595605,-161.45408057013805,356.56253510322017,12.83203752022914,356.56494349366653,12.831541658045792,252.0523659098007,-155.2088868187152,0.0,0.0
263.863560272182,137.9797353684591,356.6784604405404,12.81146299173555,356.6801242448223,12.811401512981195,263.4290781368762,142.19245661771762,0.0,0.0
263.8641273011341,146.40517786697615,356.681740869218,12.811012802197004,356.6801242448223,12.811401512981195,263.4290781368762,142.19245661771762,0.0,0.0
262.99458889378957,146.40516635683585,356.68178804910417,12.811339781724481,356.6801242448223,12.811401512981195,263.4290781368762,142.19245661771762,0.0,0.0
262.9940289726184,137.97973985831882,356.6785076220911,12.811790223765385,356.6801242448223,12.811401512981195,263.4290781368762,142.19245661771762,0.0,0.0
221.37406628847026,81.97863838433084,356.6589616822805,12.830434237149948,356.6610461710273,12.830314977431726,220.94020033661073,87.27172844336891,0.0,0.0
221.3746393381901,92.56482375747716,356.6630835676356,12.82986894245589,356.6610461710273,12.830314977431726,220.94020033661073,87.27172844336891,0.0,0.0
220.5063220673881,92.564810502407,356.6631306597741,12.830195466617745,356.6610461710273,12.830314977431726,220.94020033661073,87.27172844336891,0.0,0.0
220.50576133503137,81.97863312926067,356.65900877160544,12.830761012407564,356.6610461710273,12.830314977431726,220.94020033661073,87.27172844336891,0.0,0.0
236.27291555266174,64.28876049278777,356.65126568686406,12.825774971863407,356.6540281568142,12.825562885502638,235.83824974659964,71.32308915314852,0.0,0.0
236.27317764104762,78.35742132364952,356.6567434723528,12.82502379345616,356.6540281568142,12.825562885502638,235.83824974659964,71.32308915314852,0.0,0.0
235.40361276090266,78.35741781350923,356.6567906267643,12.825351042715889,356.6540281568142,12.825562885502638,235.83824974659964,71.32308915314852,0.0,0.0
235.40332185215166,64.2887569826475,356.65131283579956,12.826101977549119,356.6540281568142,12.825562885502638,235.83824974659964,71.32308915314852,0.0,0.0
314.65086398125743,-137.48241504925633,356.56845882024606,12.8070523375349,356.57002357303116,12.807004563312619,314.21744288651223,-133.52398755506795,0.0,0.0
314.6539271229475,-129.5655795507393,356.5715412603441,12.806629653254447,356.57002357303116,12.807004563312619,314.21744288651223,-133.52398755506795,0.0,0.0
313.7840456839862,-129.5655600608796,356.57158832581626,12.80695677949197,356.57002357303116,12.807004563312619,314.21744288651223,-133.52398755506795,0.0,0.0
313.780958650077,-137.48239555939662,356.56850612761843,12.80737947337079,356.57002357303116,12.807004563312619,314.21744288651223,-133.52398755506795,0.0,0.0
